Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM,Storage,GPU,Operating System,Operating System Version,Weight,Price
MSI,MSI_569,Workstation,"14.4""",LED,Intel i9,8GB,1TB HDD,Integrated,Windows,Windows 1,1.53,1601.17
HP,HP_220,Workstation,"16.4""",LED,Intel i5,4GB,1TB SSD,NVIDIA GTX 1650,Windows,Windows 1,1.46,1898.18
Samsung,Samsung_784,Business,"15.6""",LED,Intel i9,8GB,1TB SSD,Integrated,macOS,macOS 9,1.14,920.58
Lenovo,Lenovo_627,Business,"14.5""",OLED,Intel i5,4GB,256GB SSD,Integrated,Windows,Windows 2,1.65,437.19
MSI,MSI_120,Ultrabook,"16.6""",LED,Intel i7,4GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 5,1.98,1127.32
HP,HP_832,Gaming,"16.4""",LED,Intel i9,8GB,1TB SSD,NVIDIA RTX 3050,Linux,Linux 3,2.43,1205.08
Samsung,Samsung_839,Gaming,"15.7""",IPS,Intel i3,4GB,512GB SSD,AMD Radeon,macOS,macOS 10,3.05,1215.77
MSI,MSI_900,Workstation,"16.8""",Retina,Intel i3,8GB,1TB SSD,NVIDIA GTX 1650,Linux,Linux 4,2.36,1443.18
Acer,Acer_644,Business,"14.3""",Retina,AMD Ryzen 7,32GB,512GB SSD,NVIDIA RTX 4060,Windows,Windows 11,3.29,1102.69
Asus,Asus_377,Gaming,"15.9""",OLED,Intel i3,32GB,128GB SSD,AMD Radeon,macOS,macOS 11,2.52,1442.47
Apple,Apple_617,Gaming,"16.6""",OLED,Intel i5,4GB,256GB SSD,Integrated,Linux,Linux 6,1.52,1387.74
HP,HP_789,Workstation,"14.3""",OLED,Intel i5,4GB,128GB SSD,Integrated,Linux,Linux 11,1.74,1255.37
Samsung,Samsung_444,Ultrabook,"13.2""",IPS,Intel i9,4GB,1TB HDD,NVIDIA RTX 3050,Windows,Windows 8,2.69,1150.55
Dell,Dell_476,Business,"14.6""",IPS,Intel i3,8GB,256GB SSD,AMD Radeon,Linux,Linux 11,2.22,810.2
Dell,Dell_155,Business,"16.8""",IPS,AMD Ryzen 7,16GB,256GB SSD,AMD Radeon,Windows,Windows 7,2.39,873.19
Asus,Asus_416,Gaming,"15.2""",Retina,Intel i3,4GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 5,3.23,1115.65
Lenovo,Lenovo_944,Ultrabook,"16.5""",Retina,Intel i9,4GB,1TB HDD,AMD Radeon,Windows,Windows 11,3.12,1248.71
Asus,Asus_180,Gaming,"15.9""",OLED,AMD Ryzen 5,8GB,256GB SSD,AMD Radeon,Linux,Linux 8,2.32,1298.4
Samsung,Samsung_519,Business,"17.0""",IPS,AMD Ryzen 5,4GB,1TB HDD,Integrated,Linux,Linux 8,3.34,1364.2
Samsung,Samsung_294,Workstation,"15.1""",LED,Intel i7,16GB,128GB SSD,NVIDIA RTX 4060,macOS,macOS 8,3.09,1620.7
HP,HP_831,Gaming,"13.6""",OLED,Intel i9,16GB,128GB SSD,Integrated,Linux,Linux 3,3.11,1142.71
Asus,Asus_772,Workstation,"16.2""",OLED,AMD Ryzen 7,32GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 6,2.91,1596.77
Lenovo,Lenovo_706,Gaming,"13.1""",LED,Intel i9,8GB,256GB SSD,AMD Radeon,Linux,Linux 11,2.74,1274.7
Lenovo,Lenovo_405,Student,"17.0""",Retina,AMD Ryzen 7,32GB,1TB HDD,NVIDIA GTX 1650,macOS,macOS 7,2.06,508.75
MSI,MSI_534,Ultrabook,"16.5""",LED,Intel i9,16GB,128GB SSD,NVIDIA GTX 1650,macOS,macOS 6,2.41,1453.96
Samsung,Samsung_881,Student,"13.7""",LED,Intel i7,32GB,256GB SSD,Integrated,macOS,macOS 9,1.12,725.64
Asus,Asus_677,Business,"15.8""",IPS,Intel i9,4GB,1TB SSD,Integrated,Linux,Linux 12,2.3,1275.77
Dell,Dell_544,Business,"16.8""",Retina,AMD Ryzen 5,16GB,512GB SSD,NVIDIA RTX 4060,Windows,Windows 9,3.46,1044.02
HP,HP_387,Ultrabook,"13.4""",OLED,AMD Ryzen 7,8GB,1TB HDD,Integrated,Windows,Windows 5,1.84,1105.69
Asus,Asus_237,Business,"15.7""",Retina,Intel i3,32GB,1TB SSD,NVIDIA RTX 3050,macOS,macOS 6,2.25,904.35
Asus,Asus_868,Ultrabook,"15.4""",Retina,Intel i3,32GB,256GB SSD,NVIDIA RTX 3050,Linux,Linux 4,1.51,903.03
Dell,Dell_243,Workstation,"17.2""",IPS,Intel i9,4GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 2,1.64,1613.7
Lenovo,Lenovo_476,Gaming,"15.6""",LED,Intel i3,4GB,1TB HDD,NVIDIA RTX 3050,macOS,macOS 1,2.63,1238.21
HP,HP_837,Business,"15.4""",OLED,AMD Ryzen 7,32GB,512GB SSD,NVIDIA RTX 3050,Windows,Windows 12,2.4,774.73
Dell,Dell_531,Student,"14.8""",Retina,AMD Ryzen 7,8GB,1TB HDD,Integrated,Linux,Linux 5,3.26,678.84
Dell,Dell_417,Ultrabook,"14.9""",OLED,Intel i7,8GB,1TB HDD,NVIDIA RTX 3050,macOS,macOS 2,1.3,1347.71
Apple,Apple_268,Business,"16.0""",OLED,Intel i9,32GB,512GB SSD,NVIDIA RTX 3050,Windows,Windows 2,2.43,1245.6
Lenovo,Lenovo_718,Business,"14.2""",LED,AMD Ryzen 5,32GB,1TB SSD,Integrated,macOS,macOS 12,3.43,702.81
HP,HP_981,Business,"17.2""",IPS,Intel i5,32GB,512GB SSD,Integrated,Linux,Linux 1,2.34,1310.97
Apple,Apple_103,Gaming,"13.2""",LED,Intel i5,16GB,256GB SSD,Integrated,Linux,Linux 6,2.83,1316.51
MSI,MSI_718,Business,"14.4""",Retina,AMD Ryzen 7,32GB,128GB SSD,Integrated,Linux,Linux 7,1.19,869.51
MSI,MSI_480,Gaming,"14.7""",IPS,Intel i9,16GB,256GB SSD,Integrated,Linux,Linux 3,1.67,1572.87
Asus,Asus_226,Student,"13.2""",IPS,Intel i3,16GB,1TB SSD,NVIDIA RTX 3050,macOS,macOS 11,2.34,858.33
MSI,MSI_528,Ultrabook,"15.8""",LED,Intel i3,16GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 3,1.79,876.25
Lenovo,Lenovo_740,Business,"16.7""",OLED,Intel i3,32GB,1TB SSD,AMD Radeon,Linux,Linux 12,1.84,786.06
MSI,MSI_304,Workstation,"17.3""",OLED,Intel i5,8GB,128GB SSD,Integrated,Windows,Windows 1,1.95,1428.43
Apple,Apple_784,Student,"16.1""",OLED,Intel i7,4GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 7,1.2,902.27
Acer,Acer_354,Business,"16.8""",OLED,AMD Ryzen 7,16GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 8,1.32,1037.32
Apple,Apple_739,Workstation,"13.6""",OLED,AMD Ryzen 5,8GB,1TB HDD,NVIDIA GTX 1650,Linux,Linux 10,1.59,1459.82
Lenovo,Lenovo_862,Business,"15.2""",IPS,Intel i3,4GB,128GB SSD,AMD Radeon,Windows,Windows 10,1.68,830.65
Acer,Acer_226,Workstation,"13.9""",OLED,Intel i7,32GB,1TB SSD,NVIDIA GTX 1650,Windows,Windows 3,1.74,1323.8
Acer,Acer_569,Workstation,"14.2""",LED,Intel i5,4GB,256GB SSD,NVIDIA GTX 1650,Linux,Linux 3,2.14,1577.55
Dell,Dell_597,Student,"16.2""",LED,Intel i5,16GB,1TB HDD,Integrated,macOS,macOS 8,2.42,960.32
Asus,Asus_613,Ultrabook,"13.2""",LED,Intel i9,4GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 12,2.69,961.72
MSI,MSI_299,Business,"16.5""",LED,Intel i5,32GB,1TB HDD,NVIDIA GTX 1650,macOS,macOS 7,3.1,822.42
Apple,Apple_982,Business,"16.6""",IPS,AMD Ryzen 5,32GB,512GB SSD,NVIDIA RTX 4060,macOS,macOS 3,1.61,1161.21
Asus,Asus_572,Workstation,"13.4""",LED,AMD Ryzen 7,8GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 1,2.14,1554.95
Asus,Asus_914,Ultrabook,"15.0""",Retina,Intel i7,8GB,128GB SSD,NVIDIA RTX 3050,Windows,Windows 9,3.4,1010.48
Apple,Apple_418,Workstation,"16.3""",OLED,AMD Ryzen 7,32GB,1TB SSD,AMD Radeon,Windows,Windows 6,2.38,1229.25
Acer,Acer_274,Ultrabook,"17.0""",Retina,Intel i3,8GB,512GB SSD,Integrated,Windows,Windows 4,2.43,1246.9
HP,HP_174,Business,"16.1""",LED,AMD Ryzen 5,16GB,128GB SSD,NVIDIA GTX 1650,macOS,macOS 12,2.46,850.73
MSI,MSI_606,Gaming,"16.3""",LED,Intel i9,4GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 7,2.82,739.71
HP,HP_435,Student,"14.0""",IPS,Intel i9,8GB,1TB HDD,NVIDIA GTX 1650,Linux,Linux 8,3.26,1111.56
Lenovo,Lenovo_861,Student,"14.7""",Retina,Intel i7,32GB,1TB SSD,NVIDIA GTX 1650,Linux,Linux 9,2.24,412.32
HP,HP_957,Workstation,"15.9""",LED,AMD Ryzen 7,16GB,256GB SSD,Integrated,macOS,macOS 6,1.83,1326.94
Lenovo,Lenovo_921,Gaming,"16.4""",OLED,AMD Ryzen 5,4GB,512GB SSD,Integrated,Windows,Windows 11,3.33,1422.1
Asus,Asus_711,Ultrabook,"15.2""",Retina,Intel i5,8GB,1TB HDD,AMD Radeon,macOS,macOS 5,1.78,1407.14
Lenovo,Lenovo_237,Business,"14.8""",IPS,Intel i7,8GB,128GB SSD,AMD Radeon,macOS,macOS 6,1.76,1086.14
Samsung,Samsung_286,Gaming,"14.0""",LED,AMD Ryzen 5,32GB,512GB SSD,NVIDIA RTX 3050,Linux,Linux 10,3.17,1274.69
Lenovo,Lenovo_280,Ultrabook,"13.5""",OLED,Intel i3,4GB,128GB SSD,NVIDIA RTX 3050,macOS,macOS 3,3.47,943.06
Dell,Dell_679,Student,"16.5""",Retina,Intel i7,16GB,1TB SSD,Integrated,macOS,macOS 1,1.59,612.06
Asus,Asus_221,Student,"14.6""",Retina,AMD Ryzen 7,4GB,256GB SSD,AMD Radeon,macOS,macOS 10,1.94,580.92
Samsung,Samsung_811,Workstation,"14.2""",Retina,Intel i7,32GB,512GB SSD,NVIDIA RTX 3050,Windows,Windows 2,1.28,1781.84
Dell,Dell_547,Gaming,"13.3""",LED,Intel i5,32GB,1TB SSD,AMD Radeon,Windows,Windows 12,2.83,1102.51
Samsung,Samsung_823,Business,"15.4""",LED,Intel i9,4GB,256GB SSD,AMD Radeon,macOS,macOS 6,1.41,745.77
HP,HP_838,Gaming,"14.5""",OLED,AMD Ryzen 7,16GB,1TB SSD,AMD Radeon,Linux,Linux 9,1.81,955.4
Samsung,Samsung_865,Workstation,"16.0""",IPS,AMD Ryzen 7,32GB,256GB SSD,NVIDIA RTX 3050,Windows,Windows 2,2.69,1486.71
Acer,Acer_498,Workstation,"14.5""",IPS,AMD Ryzen 5,16GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 12,3.01,1428.38
Acer,Acer_885,Business,"15.7""",IPS,Intel i5,32GB,128GB SSD,Integrated,Windows,Windows 8,2.24,1086.26
MSI,MSI_719,Ultrabook,"13.1""",OLED,Intel i9,32GB,1TB HDD,Integrated,Linux,Linux 4,1.86,1088.88
Acer,Acer_814,Workstation,"15.5""",IPS,Intel i9,32GB,256GB SSD,NVIDIA RTX 3050,Linux,Linux 1,2.0,1679.11
Lenovo,Lenovo_736,Student,"16.9""",LED,AMD Ryzen 5,32GB,1TB HDD,NVIDIA GTX 1650,macOS,macOS 4,1.18,351.93
Asus,Asus_136,Workstation,"16.6""",LED,Intel i7,4GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 7,2.2,1177.08
Asus,Asus_356,Student,"16.3""",OLED,Intel i7,32GB,512GB SSD,NVIDIA RTX 3050,Linux,Linux 10,3.46,717.04
HP,HP_752,Business,"15.6""",LED,Intel i9,16GB,512GB SSD,Integrated,Linux,Linux 10,3.14,679.65
Acer,Acer_379,Gaming,"14.9""",LED,AMD Ryzen 5,16GB,1TB HDD,NVIDIA RTX 4060,Windows,Windows 4,3.26,1197.0
MSI,MSI_673,Workstation,"16.5""",IPS,Intel i5,8GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 1,2.16,1616.48
Apple,Apple_784,Ultrabook,"13.1""",LED,AMD Ryzen 5,4GB,1TB SSD,NVIDIA GTX 1650,Windows,Windows 11,3.09,1203.25
HP,HP_355,Gaming,"13.8""",LED,Intel i7,16GB,128GB SSD,AMD Radeon,Windows,Windows 6,2.32,1491.58
Apple,Apple_265,Gaming,"16.4""",LED,AMD Ryzen 7,16GB,128GB SSD,AMD Radeon,Linux,Linux 9,2.86,1380.42
Lenovo,Lenovo_341,Business,"13.7""",OLED,Intel i7,16GB,512GB SSD,NVIDIA GTX 1650,Windows,Windows 8,2.66,810.48
Apple,Apple_121,Student,"16.0""",IPS,Intel i3,32GB,512GB SSD,AMD Radeon,macOS,macOS 8,3.4,830.38
Apple,Apple_470,Gaming,"13.3""",Retina,AMD Ryzen 7,32GB,512GB SSD,AMD Radeon,Linux,Linux 5,2.25,1227.23
HP,HP_113,Workstation,"13.9""",OLED,AMD Ryzen 5,4GB,256GB SSD,NVIDIA RTX 4060,macOS,macOS 11,2.12,1641.03
Lenovo,Lenovo_399,Ultrabook,"14.9""",Retina,Intel i5,32GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 3,1.95,1550.7
HP,HP_722,Ultrabook,"16.4""",Retina,Intel i7,16GB,1TB HDD,AMD Radeon,Windows,Windows 6,2.47,1007.28
Samsung,Samsung_508,Student,"14.1""",OLED,Intel i9,32GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 11,1.52,504.34
Asus,Asus_143,Gaming,"15.4""",Retina,AMD Ryzen 7,4GB,256GB SSD,Integrated,Linux,Linux 3,2.1,1559.7
Dell,Dell_539,Gaming,"13.9""",Retina,Intel i3,32GB,1TB HDD,AMD Radeon,Linux,Linux 8,1.68,1118.78
Lenovo,Lenovo_274,Ultrabook,"13.1""",IPS,Intel i9,8GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 8,2.8,782.26
Acer,Acer_829,Gaming,"16.4""",OLED,AMD Ryzen 5,8GB,1TB HDD,AMD Radeon,Windows,Windows 8,3.33,1387.21
MSI,MSI_811,Workstation,"13.1""",LED,Intel i9,32GB,1TB SSD,AMD Radeon,Windows,Windows 8,3.35,1655.39
Acer,Acer_254,Gaming,"17.2""",Retina,AMD Ryzen 5,4GB,128GB SSD,Integrated,Linux,Linux 12,2.39,1337.84
Acer,Acer_832,Ultrabook,"16.2""",IPS,Intel i3,4GB,1TB SSD,AMD Radeon,Windows,Windows 5,3.21,1135.1
Lenovo,Lenovo_938,Business,"13.2""",Retina,AMD Ryzen 5,4GB,1TB HDD,NVIDIA GTX 1650,Linux,Linux 4,1.89,891.92
MSI,MSI_568,Workstation,"14.8""",LED,Intel i5,32GB,128GB SSD,NVIDIA RTX 3050,Windows,Windows 5,2.59,1249.26
MSI,MSI_754,Workstation,"14.7""",OLED,Intel i3,4GB,128GB SSD,NVIDIA GTX 1650,Linux,Linux 12,1.34,1484.9
Apple,Apple_964,Student,"15.9""",LED,Intel i7,32GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 7,1.97,900.19
Apple,Apple_851,Workstation,"13.4""",LED,Intel i3,4GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 10,2.48,1622.99
Asus,Asus_151,Gaming,"15.8""",Retina,Intel i9,16GB,512GB SSD,AMD Radeon,macOS,macOS 4,3.25,1301.94
Lenovo,Lenovo_354,Gaming,"17.1""",IPS,AMD Ryzen 7,8GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 3,3.5,1023.77
Apple,Apple_552,Gaming,"13.3""",LED,Intel i5,16GB,512GB SSD,Integrated,Linux,Linux 1,3.01,961.19
MSI,MSI_506,Business,"16.3""",IPS,Intel i7,16GB,1TB SSD,NVIDIA RTX 3050,macOS,macOS 4,2.5,651.54
MSI,MSI_893,Workstation,"16.1""",OLED,AMD Ryzen 7,8GB,1TB SSD,Integrated,macOS,macOS 11,1.62,1159.84
Dell,Dell_429,Student,"14.6""",OLED,AMD Ryzen 5,4GB,128GB SSD,NVIDIA GTX 1650,macOS,macOS 3,1.58,702.13
Lenovo,Lenovo_757,Student,"16.6""",Retina,AMD Ryzen 5,4GB,1TB SSD,NVIDIA GTX 1650,Linux,Linux 8,2.72,432.8
MSI,MSI_333,Workstation,"13.1""",Retina,AMD Ryzen 5,8GB,512GB SSD,NVIDIA RTX 3050,Linux,Linux 3,2.14,1807.83
Lenovo,Lenovo_379,Workstation,"14.8""",Retina,AMD Ryzen 5,4GB,128GB SSD,Integrated,macOS,macOS 8,2.1,1814.48
MSI,MSI_100,Student,"14.8""",IPS,Intel i7,32GB,512GB SSD,NVIDIA GTX 1650,macOS,macOS 2,1.93,1038.47
MSI,MSI_573,Business,"16.8""",OLED,Intel i7,8GB,512GB SSD,NVIDIA RTX 3050,Windows,Windows 4,3.33,434.79
Acer,Acer_621,Ultrabook,"16.0""",OLED,Intel i5,8GB,512GB SSD,NVIDIA RTX 4060,macOS,macOS 10,2.28,997.62
MSI,MSI_642,Business,"15.6""",IPS,Intel i9,16GB,1TB HDD,NVIDIA RTX 4060,Windows,Windows 11,1.44,910.09
MSI,MSI_500,Business,"15.5""",Retina,AMD Ryzen 7,8GB,1TB HDD,NVIDIA GTX 1650,Windows,Windows 12,1.06,780.5
Samsung,Samsung_431,Ultrabook,"15.0""",IPS,Intel i5,8GB,128GB SSD,Integrated,macOS,macOS 12,2.26,1066.13
Lenovo,Lenovo_803,Ultrabook,"16.1""",LED,Intel i9,32GB,256GB SSD,NVIDIA GTX 1650,Windows,Windows 3,3.22,1117.82
Asus,Asus_264,Gaming,"16.5""",Retina,AMD Ryzen 5,8GB,1TB SSD,Integrated,macOS,macOS 12,3.08,1441.9
Lenovo,Lenovo_220,Gaming,"13.9""",Retina,Intel i5,32GB,512GB SSD,AMD Radeon,Linux,Linux 8,3.02,1285.74
Dell,Dell_170,Student,"14.9""",OLED,AMD Ryzen 5,4GB,1TB SSD,NVIDIA RTX 3050,Linux,Linux 2,2.84,701.84
Apple,Apple_931,Gaming,"13.6""",OLED,AMD Ryzen 5,16GB,128GB SSD,NVIDIA RTX 3050,macOS,macOS 12,1.49,1058.49
Lenovo,Lenovo_153,Business,"13.9""",LED,Intel i3,8GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 9,1.62,792.24
Lenovo,Lenovo_761,Workstation,"16.4""",IPS,AMD Ryzen 5,8GB,128GB SSD,Integrated,Linux,Linux 5,3.12,1389.19
Samsung,Samsung_602,Workstation,"14.5""",IPS,Intel i3,8GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 4,1.8,1497.71
Asus,Asus_976,Workstation,"15.4""",Retina,AMD Ryzen 5,8GB,512GB SSD,AMD Radeon,Linux,Linux 10,3.24,1400.74
Samsung,Samsung_731,Business,"15.2""",LED,Intel i3,8GB,1TB HDD,AMD Radeon,Linux,Linux 12,1.65,1242.83
Apple,Apple_714,Business,"15.4""",Retina,Intel i9,8GB,1TB HDD,Integrated,macOS,macOS 12,2.67,745.05
Acer,Acer_177,Student,"15.8""",Retina,Intel i9,4GB,1TB SSD,NVIDIA RTX 3050,Linux,Linux 8,3.48,739.53
Samsung,Samsung_315,Business,"14.8""",Retina,AMD Ryzen 5,4GB,128GB SSD,AMD Radeon,Linux,Linux 12,2.64,651.56
Asus,Asus_472,Workstation,"13.2""",Retina,AMD Ryzen 5,8GB,1TB SSD,AMD Radeon,Windows,Windows 2,1.05,1716.5
HP,HP_616,Ultrabook,"15.2""",LED,Intel i3,32GB,1TB HDD,NVIDIA GTX 1650,Windows,Windows 1,2.18,886.79
MSI,MSI_630,Student,"13.5""",LED,Intel i7,8GB,256GB SSD,NVIDIA RTX 4060,macOS,macOS 11,2.74,689.69
MSI,MSI_939,Ultrabook,"14.9""",IPS,Intel i5,16GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 2,1.01,1044.62
MSI,MSI_752,Gaming,"17.0""",IPS,Intel i3,4GB,1TB SSD,NVIDIA GTX 1650,macOS,macOS 6,2.75,1065.66
MSI,MSI_359,Student,"14.7""",OLED,Intel i9,16GB,1TB SSD,Integrated,Linux,Linux 9,1.13,708.55
Apple,Apple_997,Workstation,"14.5""",Retina,Intel i9,8GB,512GB SSD,NVIDIA RTX 3050,macOS,macOS 8,1.28,1638.81
Acer,Acer_381,Business,"16.1""",Retina,AMD Ryzen 7,8GB,256GB SSD,Integrated,Windows,Windows 12,2.11,1096.05
MSI,MSI_926,Workstation,"15.8""",IPS,AMD Ryzen 7,16GB,128GB SSD,NVIDIA GTX 1650,Linux,Linux 6,3.12,2013.13
Acer,Acer_927,Ultrabook,"14.7""",Retina,Intel i5,8GB,256GB SSD,NVIDIA RTX 4060,Windows,Windows 8,1.97,1022.3
Apple,Apple_924,Ultrabook,"14.4""",OLED,AMD Ryzen 5,16GB,512GB SSD,AMD Radeon,Linux,Linux 12,2.39,714.71
Dell,Dell_563,Workstation,"13.7""",LED,AMD Ryzen 7,4GB,1TB HDD,NVIDIA RTX 4060,macOS,macOS 10,2.4,1373.21
Acer,Acer_863,Ultrabook,"14.9""",LED,AMD Ryzen 5,4GB,128GB SSD,AMD Radeon,Windows,Windows 5,2.33,872.32
Samsung,Samsung_777,Ultrabook,"15.4""",Retina,AMD Ryzen 5,16GB,128GB SSD,AMD Radeon,Windows,Windows 9,2.73,1372.92
Samsung,Samsung_511,Workstation,"16.2""",IPS,Intel i5,16GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 3,3.36,1711.78
HP,HP_472,Gaming,"15.0""",IPS,Intel i7,32GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 12,1.74,947.08
Dell,Dell_267,Workstation,"15.4""",Retina,AMD Ryzen 5,8GB,1TB SSD,AMD Radeon,Windows,Windows 9,3.13,1511.28
Acer,Acer_116,Gaming,"14.7""",IPS,Intel i7,4GB,128GB SSD,Integrated,Windows,Windows 3,1.13,1156.0
Lenovo,Lenovo_617,Gaming,"15.6""",OLED,Intel i5,16GB,512GB SSD,NVIDIA RTX 3050,Linux,Linux 4,1.76,1174.52
HP,HP_830,Gaming,"15.2""",Retina,AMD Ryzen 7,8GB,1TB HDD,NVIDIA GTX 1650,macOS,macOS 10,1.91,1165.77
Asus,Asus_917,Gaming,"16.0""",Retina,Intel i5,4GB,1TB HDD,NVIDIA GTX 1650,macOS,macOS 12,2.66,1449.48
Acer,Acer_125,Workstation,"15.5""",Retina,Intel i5,8GB,256GB SSD,NVIDIA RTX 3050,macOS,macOS 6,1.79,1618.47
HP,HP_963,Ultrabook,"17.0""",IPS,Intel i9,32GB,256GB SSD,AMD Radeon,Linux,Linux 11,1.33,1119.86
HP,HP_308,Ultrabook,"15.2""",OLED,AMD Ryzen 7,16GB,256GB SSD,NVIDIA RTX 4060,Linux,Linux 1,1.51,1022.9
HP,HP_326,Gaming,"14.9""",IPS,AMD Ryzen 5,4GB,1TB HDD,AMD Radeon,Linux,Linux 5,1.95,785.72
Apple,Apple_757,Workstation,"15.1""",Retina,AMD Ryzen 5,4GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 11,3.04,1811.02
Acer,Acer_450,Ultrabook,"13.5""",OLED,AMD Ryzen 7,32GB,256GB SSD,Integrated,Windows,Windows 1,2.08,1122.53
Dell,Dell_720,Student,"17.1""",IPS,Intel i9,16GB,512GB SSD,Integrated,Linux,Linux 8,2.51,1117.55
Asus,Asus_259,Gaming,"16.8""",OLED,Intel i5,32GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 4,1.62,1114.73
Apple,Apple_232,Student,"15.2""",Retina,Intel i5,8GB,1TB SSD,Integrated,Linux,Linux 10,2.19,586.85
Samsung,Samsung_159,Business,"13.9""",IPS,Intel i5,8GB,1TB HDD,NVIDIA RTX 3050,Linux,Linux 9,1.16,1136.85
HP,HP_933,Gaming,"13.8""",LED,Intel i5,32GB,128GB SSD,NVIDIA RTX 4060,Windows,Windows 12,1.32,1232.13
Dell,Dell_223,Workstation,"15.4""",LED,Intel i5,8GB,512GB SSD,Integrated,Linux,Linux 10,3.13,1632.45
Lenovo,Lenovo_427,Gaming,"13.6""",Retina,AMD Ryzen 7,4GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 5,2.5,1650.16
Samsung,Samsung_235,Workstation,"13.0""",IPS,Intel i3,16GB,128GB SSD,NVIDIA GTX 1650,Windows,Windows 8,2.76,1729.53
Acer,Acer_219,Ultrabook,"14.0""",IPS,AMD Ryzen 5,4GB,128GB SSD,NVIDIA RTX 4060,Linux,Linux 4,3.11,809.67
Samsung,Samsung_751,Student,"13.7""",LED,Intel i3,8GB,1TB SSD,NVIDIA RTX 3050,Windows,Windows 5,1.4,681.22
Lenovo,Lenovo_481,Ultrabook,"14.6""",LED,AMD Ryzen 5,8GB,128GB SSD,Integrated,Windows,Windows 3,2.58,767.18
Lenovo,Lenovo_950,Workstation,"15.7""",LED,Intel i7,32GB,128GB SSD,AMD Radeon,macOS,macOS 11,3.32,1676.65
Apple,Apple_110,Student,"14.1""",IPS,Intel i5,16GB,512GB SSD,NVIDIA RTX 4060,Linux,Linux 3,2.84,683.8
Lenovo,Lenovo_963,Student,"13.5""",Retina,Intel i5,4GB,512GB SSD,NVIDIA RTX 4060,Windows,Windows 2,2.12,695.53
Asus,Asus_209,Workstation,"13.9""",IPS,Intel i7,32GB,1TB SSD,NVIDIA RTX 4060,Linux,Linux 12,1.54,1620.83
Acer,Acer_694,Ultrabook,"16.3""",LED,Intel i9,16GB,1TB HDD,NVIDIA RTX 3050,Linux,Linux 10,2.58,1244.2
Samsung,Samsung_227,Ultrabook,"14.3""",IPS,AMD Ryzen 5,32GB,256GB SSD,NVIDIA GTX 1650,macOS,macOS 8,2.3,876.41
Asus,Asus_667,Gaming,"17.2""",Retina,Intel i3,16GB,1TB SSD,AMD Radeon,macOS,macOS 5,2.8,1507.84
Dell,Dell_147,Business,"16.6""",IPS,AMD Ryzen 7,32GB,1TB SSD,NVIDIA GTX 1650,Linux,Linux 4,2.99,893.1
Dell,Dell_376,Gaming,"15.7""",LED,AMD Ryzen 7,16GB,1TB SSD,NVIDIA RTX 4060,Windows,Windows 4,2.98,1298.96
Asus,Asus_126,Ultrabook,"15.2""",IPS,AMD Ryzen 7,32GB,256GB SSD,NVIDIA GTX 1650,macOS,macOS 1,1.99,930.87
Samsung,Samsung_494,Gaming,"14.6""",Retina,AMD Ryzen 5,16GB,128GB SSD,NVIDIA RTX 3050,Windows,Windows 11,1.62,943.3
Lenovo,Lenovo_953,Business,"17.3""",OLED,Intel i7,8GB,128GB SSD,NVIDIA RTX 3050,Linux,Linux 2,1.84,1019.18
Samsung,Samsung_516,Ultrabook,"15.3""",Retina,Intel i3,4GB,1TB HDD,AMD Radeon,Windows,Windows 6,1.78,1288.61
Acer,Acer_526,Student,"16.0""",OLED,Intel i3,4GB,512GB SSD,NVIDIA GTX 1650,Linux,Linux 11,2.88,774.89
Samsung,Samsung_150,Ultrabook,"14.5""",OLED,Intel i3,8GB,1TB SSD,AMD Radeon,macOS,macOS 9,3.09,1280.24
Apple,Apple_761,Business,"16.0""",OLED,Intel i7,4GB,1TB HDD,NVIDIA RTX 4060,Linux,Linux 2,2.33,1013.5
